时间（年月日时分秒）,传感器,通道,磁场值(nT)
20250120-231808,14,Y,+000004.1
20250120-231808,14,Z,-000005.6
20250120-231808,15,X,-000005.5
20250120-231808,15,Y,+000005.4
20250120-231808,0,Z,+000002.8
20250120-231808,1,Z,-000003.7
20250120-231808,2,Z,-000004.0
20250120-231808,3,Y,-000004.8
20250120-231808,4,Z,-000003.5
20250120-231808,5,Z,+000003.4
20250120-231808,8,Y,-000004.1
20250120-231808,9,X,-000005.0
20250120-231808,9,Y,-000006.3
20250120-231808,9,Z,+000006.7
20250120-231808,10,X,-000003.3
20250120-231808,10,Z,+000003.3
20250120-231808,12,X,+000002.8
20250120-231808,12,Y,+000005.9
20250120-231808,13,X,-000004.2
20250120-231808,13,Y,+000006.9
20250120-231808,13,Z,-000006.7
20250120-231808,14,Z,-000003.3
20250120-231808,15,Z,+000007.6
20250120-231810,0,X,+000003.6
20250120-231810,1,Y,-000008.1
20250120-231810,2,X,-000002.9
20250120-231810,2,Y,+000004.1
20250120-231810,2,Z,-000002.9
20250120-231810,5,X,+000002.9
20250120-231810,5,Y,-000003.4
20250120-231810,6,Y,+000004.9
20250120-231810,7,Z,+000006.2
20250120-231810,8,X,-000003.2
20250120-231810,8,Z,+000004.6
20250120-231810,12,X,-000006.5
20250120-231810,12,Z,-000004.0
20250120-231810,13,Z,+000008.4
20250120-231810,14,Y,-000006.0
20250120-231810,14,Z,+000007.6
20250120-231810,15,Y,+000005.0
20250120-231812,0,X,-000005.0
20250120-231812,0,Y,+000003.6
20250120-231812,0,Z,-000007.7
20250120-231812,2,Y,-000005.2
20250120-231812,4,Y,-000009.2
20250120-231812,5,X,+000004.8
20250120-231812,5,Y,-000004.5
20250120-231812,6,X,-000003.8
20250120-231812,6,Y,+000003.4
20250120-231812,6,Z,-000003.7
20250120-231812,7,Z,+000002.7
20250120-231812,9,Z,-000003.0
20250120-231812,10,X,+000004.9
20250120-231812,11,X,-000002.8
20250120-231812,11,Y,+000005.7
20250120-231812,12,Y,-000003.5
20250120-231812,13,Y,+000005.0
20250120-231812,13,Z,+000006.5
20250120-231812,14,X,-000004.8
20250120-231812,14,Z,+000004.1
20250120-231812,15,Y,+000005.8
20250120-231813,0,Y,-000006.1
20250120-231813,2,Z,+000002.6
20250120-231813,3,Y,-000003.6
20250120-231813,3,Z,+000003.2
20250120-231813,4,X,-000004.3
20250120-231813,4,Y,+000006.0
20250120-231813,6,X,+000007.4
20250120-231813,6,Y,-000002.8
20250120-231813,7,X,-000002.8
20250120-231813,7,Y,+000004.4
20250120-231813,8,Y,-000003.3
20250120-231813,9,X,+000002.7
20250120-231813,10,X,-000003.3
20250120-231813,11,X,-000004.0
20250120-231813,11,Z,-000003.1
20250120-231813,12,X,-000004.6
20250120-231813,12,Z,+000003.8
20250120-231813,14,X,+000003.8
20250120-231813,15,Y,+000003.5
20250120-231814,3,X,-000003.2
20250120-231814,3,Z,-000003.7
20250120-231814,5,X,+000003.6
20250120-231814,5,Z,+000006.9
20250120-231814,6,X,+000003.1
20250120-231814,6,Z,-000002.9
20250120-231814,7,X,-000005.9
20250120-231814,7,Y,+000004.4
20250120-231814,8,X,+000007.3
20250120-231814,8,Y,-000003.3
20250120-231814,9,Y,+000003.8
20250120-231814,10,Z,-000004.9
20250120-231814,12,X,+000004.3
20250120-231814,13,X,+000003.1
20250120-231814,14,X,-000003.6
20250120-231814,14,Y,-000004.1
20250120-231814,14,Z,-000005.2
20250120-231815,0,Y,+000005.1
20250120-231815,0,Z,+000004.3
20250120-231815,1,Y,-000002.7
20250120-231815,5,X,-000003.0
20250120-231815,5,Y,-000003.0
20250120-231815,6,X,-000003.8
20250120-231815,6,Y,+000003.4
20250120-231815,6,Z,+000002.5
20250120-231815,7,Y,+000006.8
20250120-231815,7,Z,-000005.8
20250120-231815,8,X,+000003.0
20250120-231815,8,Z,-000003.2
20250120-231815,9,X,-000003.9
20250120-231815,9,Z,-000003.4
20250120-231815,10,Y,-000003.4
20250120-231815,11,X,+000003.4
20250120-231815,11,Y,-000003.6
20250120-231815,13,Y,+000002.7
20250120-231815,14,X,-000002.8
20250120-231815,14,Y,-000003.7
20250120-231815,15,X,+000003.0
20250120-231815,15,Y,+000006.2
20250120-231817,0,X,-000003.0
20250120-231817,0,Y,+000004.0
20250120-231817,0,Z,+000006.2
20250120-231817,1,Y,-000006.1
20250120-231817,2,X,-000004.1
20250120-231817,2,Y,+000007.2
20250120-231817,5,Y,-000002.6
20250120-231817,5,Z,+000006.5
20250120-231817,6,X,-000004.2
20250120-231817,6,Y,-000003.2
20250120-231817,7,Z,+000007.8
20250120-231817,9,Z,-000004.5
20250120-231817,10,Y,+000002.9
20250120-231817,10,Z,-000003.7
20250120-231817,11,X,-000005.1
20250120-231817,11,Z,-000003.1
20250120-231817,13,Z,+000002.6
20250120-231817,15,Y,+000002.7
20250120-231817,0,Z,+000003.9
20250120-231817,1,Z,+000003.3
20250120-231817,2,Z,-000006.4
20250120-231817,3,Y,-000003.6
20250120-231817,4,X,-000003.6
20250120-231817,4,Z,+000002.7
20250120-231817,5,X,-000004.1
20250120-231817,8,X,+000005.0
20250120-231817,8,Y,+000003.3
20250120-231817,8,Z,-000004.8
20250120-231817,9,Y,+000004.2
20250120-231817,10,X,+000004.1
20250120-231817,10,Y,-000003.4
20250120-231817,11,X,-000002.8
20250120-231817,11,Z,-000003.9
20250120-231817,12,X,-000003.0
20250120-231817,12,Y,+000003.1
20250120-231817,13,X,-000004.2
20250120-231817,14,Z,-000004.1
20250120-231817,15,X,-000003.9
20250120-231819,0,X,+000005.9
20250120-231819,0,Y,+000002.8
20250120-231819,0,Z,-000005.0
20250120-231819,1,X,+000004.1
20250120-231819,1,Z,-000002.5
20250120-231819,2,Z,-000003.6
20250120-231819,3,Y,+000002.6
20250120-231819,4,Y,+000004.4
20250120-231819,5,X,-000003.0
20250120-231819,5,Z,+000008.5
20250120-231819,6,Y,-000003.6
20250120-231819,6,Z,+000005.3
20250120-231819,8,X,-000002.8
20250120-231819,8,Z,+000004.9
20250120-231819,9,X,+000002.7
20250120-231819,9,Z,-000004.5
20250120-231819,10,X,-000006.8
20250120-231819,11,Y,+000003.4
20250120-231819,12,Z,+000006.9
20250120-231819,13,Y,-000005.1
20250120-231819,13,Z,+000006.9
20250120-231819,14,Y,-000002.9
20250120-231819,15,X,+000003.4
20250120-231819,15,Y,-000004.7
20250120-231820,1,Y,+000005.9
20250120-231820,1,Z,+000002.9
20250120-231820,2,X,+000004.1
20250120-231820,2,Z,-000004.0
20250120-231820,3,X,+000003.4
20250120-231820,3,Y,-000004.0
20250120-231820,4,Y,+000006.8
20250120-231820,5,Y,-000003.4
20250120-231820,5,Z,+000005.0
20250120-231820,6,X,+000005.1
20250120-231820,7,Y,+000006.0
20250120-231820,7,Z,-000003.9
20250120-231820,8,X,+000002.6
20250120-231820,8,Y,-000003.3
20250120-231820,8,Z,+000004.6
20250120-231820,9,Y,-000003.2
20250120-231820,10,Y,+000006.0
20250120-231820,11,X,-000004.4
20250120-231820,12,Y,+000005.9
20250120-231820,13,Y,+000003.0
20250120-231820,14,X,+000005.3
20250120-231820,14,Y,-000006.8
20250120-231820,15,X,+000006.5
20250120-231820,15,Z,-000004.4
20250120-231822,0,Z,-000008.1
20250120-231822,1,Z,+000005.3
20250120-231822,2,X,+000003.3
20250120-231822,4,X,-000003.2
20250120-231822,4,Z,-000006.6
20250120-231822,7,X,+000003.4
20250120-231822,8,Y,+000005.3
20250120-231822,8,Z,-000006.3
20250120-231822,10,X,-000006.8
20250120-231822,10,Z,-000002.5
20250120-231822,11,X,-000006.3
20250120-231822,11,Y,+000005.7
20250120-231822,12,Z,+000006.5
20250120-231822,13,Z,+000002.6
20250120-231822,14,X,+000002.6
20250120-231822,14,Z,-000005.6
20250120-231822,15,X,+000003.4
20250120-231822,15,Y,+000005.4
20250120-231822,15,Z,+000005.3
20250120-231823,0,Y,-000002.6
20250120-231823,0,Z,-000003.1
20250120-231823,1,Z,-000004.5
20250120-231823,2,X,-000006.8
20250120-231823,2,Z,+000002.9
20250120-231823,3,Y,-000005.6
20250120-231823,3,Z,-000003.0
20250120-231823,4,X,+000002.7
20250120-231823,4,Z,+000002.7
20250120-231823,5,X,+000002.9
20250120-231823,6,Z,-000010.3
20250120-231823,8,Y,-000005.6
20250120-231823,8,Z,+000006.9
20250120-231823,12,Y,-000004.6
20250120-231823,13,X,-000002.7
20250120-231823,13,Z,-000002.8
20250120-231823,14,Z,+000003.3
20250120-231824,0,X,+000003.6
20250120-231824,0,Y,+000005.1
20250120-231824,1,X,-000002.5
20250120-231824,1,Y,-000003.0
20250120-231824,3,X,+000002.6
20250120-231824,4,Y,+000002.9
20250120-231824,5,Y,-000004.9
20250120-231824,8,X,+000003.4
20250120-231824,9,Y,+000006.5
20250120-231824,12,X,+000004.3
20250120-231824,12,Y,-000003.8
20250120-231824,13,X,-000004.6
20250120-231824,13,Z,+000006.5
20250120-231824,14,X,+000003.0
20250120-231824,15,Z,-000003.6
20250120-231825,0,X,-000004.6
20250120-231825,0,Z,-000004.6
20250120-231825,1,X,+000008.7
20250120-231825,2,X,+000002.5
20250120-231825,2,Y,-000004.0
20250120-231825,5,X,+000004.0
20250120-231825,6,Z,-000004.8
20250120-231825,7,X,+000003.0
20250120-231825,7,Y,+000003.3
20250120-231825,7,Z,-000003.1
20250120-231825,9,X,-000005.0
20250120-231825,9,Y,+000005.0
20250120-231825,9,Z,-000003.8
20250120-231825,10,X,+000004.9
20250120-231825,10,Y,+000003.2
20250120-231825,11,Y,-000004.3
20250120-231825,12,Y,+000004.3
20250120-231825,14,X,-000005.9
20250120-231825,14,Y,-000002.9
20250120-231827,0,Z,+000002.8
20250120-231827,1,X,+000004.1
20250120-231827,1,Y,-000004.2
20250120-231827,1,Z,+000002.5
20250120-231827,3,X,+000005.0
20250120-231827,6,X,+000005.5
20250120-231827,6,Y,-000003.2
20250120-231827,6,Z,-000003.3
20250120-231827,7,X,-000005.9
20250120-231827,7,Y,-000005.3
20250120-231827,9,X,-000003.5
20250120-231827,9,Z,+000002.8
20250120-231827,11,X,-000008.3
20250120-231827,11,Y,-000003.2
20250120-231827,11,Z,-000003.9
20250120-231827,12,Z,-000003.6
20250120-231827,14,Y,-000004.5
20250120-231827,15,Y,+000003.1
20250120-231827,15,Z,+000004.9
20250120-231829,0,Z,+000002.8
20250120-231829,1,Y,-000003.4
20250120-231829,2,X,+000004.1
20250120-231829,4,X,-000004.3
20250120-231829,4,Y,+000006.0
20250120-231829,4,Z,+000003.1
20250120-231829,5,X,+000003.3
20250120-231829,5,Y,-000004.5
20250120-231829,5,Z,+000003.0
20250120-231829,6,X,+000003.1
20250120-231829,7,X,+000004.9
20250120-231829,7,Z,-000007.0
20250120-231829,8,Z,-000003.2
20250120-231829,9,X,+000004.7
20250120-231829,10,Z,-000002.5
20250120-231829,11,Y,-000003.6
20250120-231829,12,Y,+000003.5
20250120-231829,13,Y,+000003.4
20250120-231829,13,Z,-000003.2
20250120-231829,14,X,-000003.2
20250120-231829,15,Y,+000003.5
20250120-231829,15,Z,+000003.4
20250120-231830,0,X,+000004.0
20250120-231830,1,Y,+000005.5
20250120-231830,3,X,-000002.8
20250120-231830,3,Z,+000003.6
20250120-231830,7,Y,-000002.6
20250120-231830,11,X,-000004.0
20250120-231830,11,Y,+000003.0
20250120-231830,12,X,-000004.2
20250120-231830,12,Y,+000007.0
20250120-231830,13,X,+000006.2
20250120-231830,15,X,+000002.7
20250120-231830,15,Y,-000002.7
20250120-231831,1,Y,-000004.6
20250120-231831,1,Z,+000002.9
20250120-231831,2,X,-000005.2
20250120-231831,3,Z,-000003.0
20250120-231831,4,X,-000003.6
20250120-231831,5,X,+000003.3
20250120-231831,6,X,+000002.7
20250120-231831,6,Z,+000006.8
20250120-231831,7,Y,+000005.6
20250120-231831,9,X,-000003.1
20250120-231831,11,X,+000005.3
20250120-231831,12,Z,-000002.8
20250120-231831,13,Z,+000002.6
20250120-231831,14,X,-000004.4
20250120-231831,14,Y,-000002.9
20250120-231831,14,Z,+000003.7
20250120-231831,15,X,-000002.8
20250120-231832,0,X,-000003.8
20250120-231832,0,Y,-000003.4
20250120-231832,0,Z,+000003.1
20250120-231832,1,X,+000004.1
20250120-231832,2,X,+000003.7
20250120-231832,2,Y,-000009.8
20250120-231832,2,Z,-000004.8
20250120-231832,3,Y,-000002.9
20250120-231832,3,Z,+000003.2
20250120-231832,4,Y,+000005.2
20250120-231832,5,X,+000003.3
20250120-231832,6,Z,-000004.8
20250120-231832,8,X,-000002.8
20250120-231832,9,X,-000005.4
20250120-231832,10,X,+000005.3
20250120-231832,10,Z,+000003.7
20250120-231832,11,Y,+000006.9
20250120-231833,0,Z,-000007.0
20250120-231833,1,X,-000002.9
20250120-231833,2,Z,-000004.8
20250120-231833,3,X,+000002.6
20250120-231833,3,Z,+000004.4
20250120-231833,4,Z,-000003.1
20250120-231833,7,Z,+000003.1
20250120-231833,8,X,-000005.1
20250120-231833,9,Z,-000006.5
20250120-231833,11,X,+000002.6
20250120-231833,12,Z,-000002.8
20250120-231833,14,Y,+000003.3
20250120-231833,15,X,+000003.0
20250120-231835,0,Y,+000003.2
20250120-231835,1,Z,-000002.5
20250120-231835,2,X,+000003.7
20250120-231835,2,Y,-000007.9
20250120-231835,2,Z,-000004.8
20250120-231835,3,X,+000003.0
20250120-231835,3,Y,-000004.8
20250120-231835,3,Z,+000003.2
20250120-231835,4,X,-000003.2
20250120-231835,4,Y,+000003.3
20250120-231835,4,Z,+000004.3
20250120-231835,6,X,+000002.7
20250120-231835,7,X,-000005.2
20250120-231835,7,Y,-000002.6
20250120-231835,7,Z,-000005.1
20250120-231835,8,Y,-000005.6
20250120-231835,8,Z,+000002.6
20250120-231835,9,Z,-000003.4
20250120-231835,12,X,+000003.9
20250120-231835,12,Z,+000004.5
20250120-231835,13,X,-000005.0
20250120-231835,14,Y,+000002.9
20250120-231835,15,Y,-000006.2
20250120-231835,15,Z,-000004.4
20250120-231836,0,Z,-000004.6
20250120-231836,1,Z,+000003.3
20250120-231836,2,X,-000004.8
20250120-231836,2,Y,-000004.0
20250120-231836,2,Z,-000003.3
20250120-231836,3,Y,+000005.7
20250120-231836,3,Z,+000003.6
20250120-231836,4,X,+000005.8
20250120-231836,4,Z,+000003.1
20250120-231836,5,Z,+000002.7
20250120-231836,6,Z,-000002.9
20250120-231836,8,Y,+000007.2
20250120-231836,10,X,+000003.3
20250120-231836,10,Z,+000002.9
20250120-231836,12,X,-000005.0
20250120-231836,12,Y,-000003.8
20250120-231836,14,Z,+000004.1
20250120-231836,15,X,-000002.8
20250120-231836,15,Z,-000007.1
20250120-231837,0,Z,+000003.1
20250120-231837,1,X,+000005.2
20250120-231837,2,Y,-000003.2
20250120-231837,3,X,-000002.8
20250120-231837,4,X,-000002.8
20250120-231837,4,Y,+000004.0
20250120-231837,4,Z,+000003.1
20250120-231837,5,X,+000004.0
20250120-231837,5,Y,+000004.8
20250120-231837,6,X,-000003.1
20250120-231837,6,Y,+000003.0
20250120-231837,6,Z,+000008.0
20250120-231837,8,Z,+000006.5
20250120-231837,9,X,+000003.9
20250120-231837,9,Y,+000002.7
20250120-231837,10,Y,-000003.7
20250120-231837,11,X,+000003.0
20250120-231837,11,Z,+000002.7
20250120-231837,12,Z,+000003.4
20250120-231837,13,Y,-000003.9
20250120-231837,13,Z,-000006.3
20250120-231837,14,X,+000003.8
20250120-231837,15,X,-000002.8
20250120-231837,15,Y,-000004.7
20250120-231838,0,X,+000003.6
20250120-231838,0,Y,-000003.8
20250120-231838,2,X,+000004.5
20250120-231838,2,Y,-000004.0
20250120-231838,3,Z,+000002.9
20250120-231838,4,X,+000003.0
20250120-231838,5,X,+000003.6
20250120-231838,5,Y,-000002.6
20250120-231838,5,Z,+000009.3
20250120-231838,7,X,+000004.9
20250120-231838,8,Y,-000006.4
20250120-231838,9,Y,+000005.4
20250120-231838,9,Z,+000004.4
20250120-231838,12,X,+000002.8
20250120-231838,13,X,+000002.7
20250120-231838,14,Y,-000002.5
20250120-231838,14,Z,+000004.1
20250120-231838,15,X,+000002.7
20250120-231838,15,Y,-000005.4
20250120-231839,0,Y,+000003.6
20250120-231839,0,Z,-000003.8
20250120-231839,1,Y,+000003.2
20250120-231839,1,Z,+000005.6
20250120-231839,2,X,+000005.3
20250120-231839,2,Z,-000004.8
20250120-231839,3,X,+000002.6
20250120-231839,4,Y,+000003.6
20250120-231839,5,Y,+000002.8
20250120-231839,7,Z,-000003.9
20250120-231839,8,Z,-000006.7
20250120-231839,9,X,-000003.1
20250120-231839,11,Y,-000006.7
20250120-231839,11,Z,-000005.9
20250120-231839,12,X,+000003.9
20250120-231839,12,Y,+000004.7
20250120-231839,13,X,-000005.0
20250120-231839,13,Z,+000004.9
20250120-231839,14,Y,-000002.5
20250120-231840,0,X,-000003.4
20250120-231840,0,Z,-000003.8
20250120-231840,1,Y,-000004.6
20250120-231840,1,Z,-000002.5
20250120-231840,2,X,+000002.5
20250120-231840,2,Y,+000008.0
20250120-231840,3,X,+000002.6
20250120-231840,3,Y,+000003.7
20250120-231840,4,X,+000007.7
20250120-231840,4,Y,-000002.9
20250120-231840,4,Z,-000003.9
20250120-231840,5,X,+000003.6
20250120-231840,5,Y,+000004.4
20250120-231840,5,Z,+000007.3
20250120-231840,6,Y,-000004.4
20250120-231840,8,Z,-000004.0
20250120-231840,9,Z,-000004.5
20250120-231840,11,Y,+000005.4
20250120-231840,12,Z,+000005.7
20250120-231840,14,X,+000004.5
20250120-231840,14,Z,-000003.3
20250120-231841,0,Z,+000007.8
20250120-231841,2,Z,-000003.6
20250120-231841,3,X,-000005.9
20250120-231841,4,Y,-000004.1
20250120-231841,5,Y,+000003.6
20250120-231841,5,Z,+000005.4
20250120-231841,7,X,-000002.8
20250120-231841,7,Y,-000004.9
20250120-231841,7,Z,+000004.7
20250120-231841,9,Z,+000003.2
20250120-231841,11,Y,-000006.7
20250120-231841,12,Z,-000003.2
20250120-231841,13,X,+000003.1
20250120-231841,13,Z,+000002.6
20250120-231841,14,Z,-000006.8
20250120-231841,15,Y,+000005.0
20250120-231841,15,Z,+000003.4
20250120-231842,0,X,-000006.9
20250120-231842,0,Z,+000007.4
20250120-231842,1,X,+000004.1
20250120-231842,2,X,+000003.3
20250120-231842,2,Y,-000005.6
20250120-231842,3,Y,+000006.8
20250120-231842,4,Y,-000004.9
20250120-231842,5,Y,-000003.8
20250120-231842,5,Z,+000007.7
20250120-231842,6,Z,-000004.0
20250120-231842,7,Z,-000004.7
20250120-231842,9,Z,-000003.8
20250120-231842,10,X,+000004.9
20250120-231842,10,Z,+000002.9
20250120-231842,11,X,+000003.0
20250120-231842,11,Z,+000002.7
20250120-231842,12,X,-000003.0
20250120-231842,12,Y,+000003.1
20250120-231842,13,X,+000004.3
20250120-231842,13,Y,-000003.6
20250120-231842,14,X,+000003.8
20250120-231842,14,Y,-000005.6
20250120-231842,15,X,-000005.9
20250120-231843,0,X,+000004.8
20250120-231843,0,Y,+000002.8
20250120-231843,0,Z,-000007.3
20250120-231843,1,X,+000003.3
20250120-231843,1,Y,-000003.8
20250120-231843,2,Y,-000007.5
20250120-231843,2,Z,+000007.2
20250120-231843,5,Y,-000006.9
20250120-231843,6,Y,+000006.1
20250120-231843,8,Y,-000004.1
20250120-231843,8,Z,-000005.9
20250120-231843,9,X,+000004.7
20250120-231843,10,Z,+000003.3
20250120-231843,11,X,-000005.1
20250120-231843,11,Y,-000003.2
20250120-231843,12,X,-000005.0
20250120-231843,12,Z,+000003.0
20250120-231843,13,X,+000003.1
20250120-231843,14,Z,-000005.6
20250120-231843,15,X,-000006.3
20250120-231843,15,Y,+000004.3
20250120-231843,15,Z,-000007.1
20250120-231844,0,Z,-000002.7
20250120-231844,1,X,+000004.5
20250120-231844,1,Y,-000003.4
20250120-231844,1,Z,-000002.5
20250120-231844,2,X,-000002.9
20250120-231844,2,Y,-000004.0
20250120-231844,3,X,-000003.6
20250120-231844,4,Z,-000003.9
20250120-231844,5,Y,-000004.5
20250120-231844,6,Y,+000003.8
20250120-231844,7,X,-000003.2
20250120-231844,7,Y,+000004.4
20250120-231844,8,X,-000007.1
20250120-231844,8,Z,+000004.9
20250120-231844,9,Y,+000004.6
20250120-231844,10,Z,-000007.2
20250120-231844,11,Y,-000003.6
20250120-231844,15,X,-000004.3
20250120-231844,15,Y,+000002.7
20250120-231845,0,Y,-000007.3
20250120-231845,0,Z,+000003.9
20250120-231845,1,Z,-000003.7
20250120-231845,2,Y,-000005.2
20250120-231845,3,X,-000006.7
20250120-231845,3,Y,-000007.5
20250120-231845,3,Z,+000003.2
20250120-231845,4,Z,+000003.5
20250120-231845,5,X,-000003.7
20250120-231845,5,Z,+000003.0
20250120-231845,6,Y,+000006.9
20250120-231845,7,Y,-000003.7
20250120-231845,8,Y,+000002.9
20250120-231845,9,X,+000003.9
20250120-231845,9,Y,+000003.8
20250120-231845,9,Z,-000002.6
20250120-231845,10,Y,-000003.0
20250120-231845,10,Z,-000002.5
20250120-231845,11,Y,-000005.9
20250120-231845,12,X,-000005.8
20250120-231845,12,Z,-000003.6
20250120-231845,13,X,+000004.3
20250120-231845,13,Y,+000003.4
20250120-231845,14,X,-000002.8
20250120-231845,14,Y,+000004.1
20250120-231845,15,X,+000004.6
20250120-231845,15,Y,-000002.7
20250120-231846,0,Z,+000004.7
20250120-231846,1,X,-000006.4
20250120-231846,1,Y,-000005.4
20250120-231846,3,X,-000005.5
20250120-231846,3,Y,+000003.7
20250120-231846,4,X,-000003.9
20250120-231846,6,X,+000005.5
20250120-231846,6,Y,+000002.6
20250120-231846,7,Y,-000005.3
20250120-231846,8,X,+000007.7
20250120-231846,8,Y,+000004.9
20250120-231846,8,Z,+000003.4
20250120-231846,9,X,-000003.1
20250120-231846,10,Y,+000004.8
20250120-231846,11,X,-000002.8
20250120-231846,11,Z,-000002.8
20250120-231846,12,Y,-000003.1
20250120-231846,13,X,+000002.7
20250120-231846,13,Z,+000002.6
20250120-231846,14,Y,+000002.9
20250120-231846,15,X,+000003.0
20250120-231846,15,Y,+000003.9
20250120-231846,15,Z,-000003.6
20250120-231847,0,Y,-000004.2
20250120-231847,1,Y,-000003.0
20250120-231847,2,Y,+000004.1
20250120-231847,3,X,-000003.2
20250120-231847,3,Y,+000003.7
20250120-231847,3,Z,+000006.0
20250120-231847,4,X,-000005.1
20250120-231847,4,Z,+000003.1
20250120-231847,5,Z,+000003.0
20250120-231847,6,X,+000003.5
20250120-231847,6,Y,-000003.6
20250120-231847,6,Z,+000003.7
20250120-231847,7,Z,-000004.7
20250120-231847,9,Y,-000004.3
20250120-231847,9,Z,-000002.6
20250120-231847,10,X,-000002.5
20250120-231847,11,Y,-000004.0
20250120-231847,13,Y,-000005.1
20250120-231847,14,X,-000002.8
20250120-231847,14,Y,+000004.8
20250120-231847,14,Z,+000002.9
20250120-231847,15,X,+000003.4
20250120-231847,0,Y,+000005.5
20250120-231847,0,Z,+000004.7
20250120-231847,1,X,+000007.6
20250120-231847,1,Y,-000002.7
20250120-231847,4,X,+000005.8
20250120-231847,4,Y,-000003.3
20250120-231847,4,Z,-000003.1
20250120-231847,5,X,+000007.5
20250120-231847,6,X,-000004.6
20250120-231847,6,Y,+000003.4
20250120-231847,6,Z,-000003.7
20250120-231847,8,Y,+000003.7
20250120-231847,9,Y,-000002.8
20250120-231847,9,Z,-000004.5
20250120-231847,10,X,+000004.9
20250120-231847,11,Y,-000004.7
20250120-231847,11,Z,-000002.8
20250120-231847,13,Z,-000004.4
20250120-231847,14,X,+000003.8
20250120-231847,15,X,+000004.2
20250120-231850,0,Z,-000005.0
20250120-231850,1,Y,-000003.8
20250120-231850,2,Y,-000003.2
20250120-231850,2,Z,-000003.3
20250120-231850,3,Y,+000002.6
20250120-231850,3,Z,+000006.0
20250120-231850,6,X,+000002.7
20250120-231850,6,Z,-000011.0
20250120-231850,7,Z,-000003.5
20250120-231850,8,X,-000005.1
20250120-231850,8,Y,-000002.9
20250120-231850,9,Z,-000003.4
20250120-231850,10,Y,+000002.9
20250120-231850,11,X,-000004.4
20250120-231850,12,Y,+000006.6
20250120-231850,12,Z,+000003.8
20250120-231850,14,Z,+000003.7
