时间（年月日时分秒）,传感器,通道,磁场值(nT)
20250120-233754,7,X,+038251.3
20250120-233754,7,Y,-1225423.0
20250120-233754,7,Z,-7382772.5
20250120-233754,0,X,-8739252.5
20250120-233754,0,Y,-7461222.5
20250120-233754,0,Z,-6763666.3
20250120-233754,1,X,-7984069.5
20250120-233754,1,Y,-6588406.5
20250120-233754,1,Z,-2407281.4
20250120-233754,2,X,-7156587.6
20250120-233754,2,Y,+7950580.4
20250120-233754,2,Z,+2010695.8
20250120-233754,3,X,-4845806.1
20250120-233754,3,Y,-6958015.9
20250120-233754,3,Z,-6230384.9
20250120-233754,4,X,-3202637.4
20250120-233754,4,Y,+8802589.6
20250120-233754,4,Z,-4003623.1
20250120-233754,5,X,-14657625.8
20250120-233754,5,Y,-5788014.9
20250120-233754,5,Z,-4549061.6
20250120-233754,6,X,-4988960.9
20250120-233754,6,Y,-5528705.4
20250120-233754,6,Z,+000456.1
20250120-233754,7,X,+038251.3
20250120-233754,7,Y,-1368210.8
20250120-233754,7,Z,-7374127.8
20250120-233754,0,X,-8763100.1
20250120-233754,0,Y,-7461818.7
20250120-233754,0,Z,-6822689.3
20250120-233754,1,X,-7976319.1
20250120-233754,1,Y,-6591685.5
20250120-233754,1,Z,-2333949.9
20250120-233754,2,X,-7156587.6
20250120-233754,2,Y,+7911529.8
20250120-233754,2,Z,+2056304.5
20250120-233754,3,X,-4859518.5
20250120-233754,3,Y,-6902868.2
20250120-233754,3,Z,-6206239.2
20250120-233754,4,X,-3223206.0
20250120-233754,4,Y,+8663975.1
20250120-233754,4,Z,-3926118.2
20250120-233754,5,X,-14657625.8
20250120-233754,5,Y,-5772215.8
20250120-233754,5,Z,-4578871.2
20250120-233754,6,X,-5020559.1
20250120-233754,6,Y,-5510223.5
20250120-233754,6,Z,+000457.3
20250120-233754,7,X,+038251.3
20250120-233754,7,Y,-1256425.0
20250120-233754,7,Z,-7385455.4
20250120-233755,0,X,-8684701.0
20250120-233755,0,Y,-7424258.7
20250120-233755,0,Z,-6797053.1
20250120-233755,1,X,-7972443.8
20250120-233755,1,Y,-6595858.8
20250120-233755,1,Z,-2426657.7
20250120-233755,2,X,-7171492.4
20250120-233755,2,Y,+7908250.8
20250120-233755,2,Z,+2039313.0
20250120-233755,3,X,-4869951.8
20250120-233755,3,Y,-6945197.8
20250120-233755,3,Z,-6250655.4
20250120-233755,4,X,-3206214.6
20250120-233755,4,Y,+8827629.7
20250120-233755,4,Z,-3993487.9
20250120-233755,5,X,-14653452.4
20250120-233755,5,Y,-5768638.7
20250120-233755,5,Z,-4574995.9
20250120-233755,6,X,-5008635.2
20250120-233755,6,Y,-5541821.6
20250120-233755,6,Z,+000458.5
20250120-233755,7,X,+038251.3
20250120-233755,7,Y,-1308591.7
20250120-233755,7,Z,-7423313.6
20250120-233755,0,X,-8730011.5
20250120-233755,0,Y,-7463309.2
20250120-233755,0,Z,-6791091.1
20250120-233755,1,X,-8001359.1
20250120-233755,1,Y,-6650112.3
20250120-233755,1,Z,-2410262.4
20250120-233755,2,X,-7175367.7
20250120-233755,2,Y,+7874267.9
20250120-233755,2,Z,+1979395.8
20250120-233755,3,X,-4836863.2
20250120-233755,3,Y,-6890646.3
20250120-233755,3,Z,-6247078.3
20250120-233755,4,X,-3205320.3
20250120-233755,4,Y,+8785598.2
20250120-233755,4,Z,-3965168.8
20250120-233755,5,X,-14676703.9
20250120-233755,5,Y,-5785928.2
20250120-233755,5,Z,-4595266.5
20250120-233755,6,X,-4965411.4
20250120-233755,6,Y,-5480413.9
20250120-233755,6,Z,+000459.6
20250120-233755,7,X,+038251.3
20250120-233755,7,Y,-1223932.5
20250120-233755,7,Z,-7375320.1
20250120-233755,0,X,-8784563.0
20250120-233755,0,Y,-7427239.6
20250120-233755,0,Z,-6800034.0
20250120-233755,1,X,-7952471.4
20250120-233755,1,Y,-6629841.8
20250120-233755,1,Z,-2437091.0
20250120-233755,2,X,-7146154.3
20250120-233755,2,Y,+7908847.0
20250120-233755,2,Z,+2042890.2
20250120-233755,3,X,-4862499.5
20250120-233755,3,Y,-6902868.2
20250120-233755,3,Z,-6211008.7
20250120-233755,4,X,-3202935.5
20250120-233755,4,Y,+8807061.1
20250120-233755,4,Z,-3932378.2
20250120-233755,5,X,-14648682.9
20250120-233755,5,Y,-5760292.0
20250120-233755,5,Z,-4565755.0
20250120-233755,6,X,-4972565.7
20250120-233755,6,Y,-5571929.3
20250120-233755,6,Z,+000460.8
20250120-233755,7,X,+038251.3
20250120-233755,7,Y,-1285936.4
20250120-233755,7,Z,-7394398.3
20250120-233755,0,X,-8688874.3
20250120-233755,0,Y,-7426941.5
20250120-233755,0,Z,-6828949.3
20250120-233755,1,X,-7977511.4
20250120-233755,1,Y,-6603907.4
20250120-233755,1,Z,-2388203.3
20250120-233755,2,X,-7123200.9
20250120-233755,2,Y,+7917789.8
20250120-233755,2,Z,+2016657.7
20250120-233755,3,X,-4867567.1
20250120-233755,3,Y,-6902272.1
20250120-233755,3,Z,-6248866.8
20250120-233755,4,X,-3199954.5
20250120-233755,4,Y,+8833889.7
20250120-233755,4,Z,-3983650.7
20250120-233755,5,X,-14641230.5
20250120-233755,5,Y,-5813054.9
20250120-233755,5,Z,-4567543.6
20250120-233755,6,X,-4997009.5
20250120-233755,6,Y,-5527811.1
20250120-233755,6,Z,+000462.0
20250120-233755,7,X,+038251.3
20250120-233755,7,Y,-1339295.6
20250120-233755,7,Z,-7371444.9
20250120-233756,0,X,-8772639.2
20250120-233756,0,Y,-7427239.6
20250120-233756,0,Z,-6772013.0
20250120-233756,1,X,-7989733.4
20250120-233756,1,Y,-6610763.6
20250120-233756,1,Z,-2376577.6
20250120-233756,2,X,-7124691.4
20250120-233756,2,Y,+7896625.0
20250120-233756,2,Z,+2009205.3
20250120-233756,3,X,-4819871.8
20250120-233756,3,Y,-6932081.6
20250120-233756,3,Z,-6205046.8
20250120-233756,4,X,-3214263.1
20250120-233756,4,Y,+8840745.9
20250120-233756,4,Z,-3983948.8
20250120-233756,5,X,-14657029.6
20250120-233756,5,Y,-5809179.7
20250120-233756,5,Z,-4589304.5
20250120-233756,6,X,-5019068.6
20250120-233756,6,Y,-5527214.9
20250120-233756,6,Z,+000463.1
20250120-233756,7,X,+038251.3
20250120-233756,7,Y,-1227807.8
20250120-233756,7,Z,-7350876.3
20250120-233756,0,X,-8722559.1
20250120-233756,0,Y,-7422172.0
20250120-233756,0,Z,-6767243.5
20250120-233756,1,X,-7951875.2
20250120-233756,1,Y,-6610465.5
20250120-233756,1,Z,-2453784.4
20250120-233756,2,X,-7150923.8
20250120-233756,2,Y,+7935079.4
20250120-233756,2,Z,+2042592.1
20250120-233756,3,X,-4861605.2
20250120-233756,3,Y,-6908830.2
20250120-233756,3,Z,-6230683.0
20250120-233756,4,X,-3178491.7
20250120-233756,4,Y,+8790665.8
20250120-233756,4,Z,-3976198.3
20250120-233756,5,X,-14648384.8
20250120-233756,5,Y,-5777283.4
20250120-233756,5,Z,-4596756.9
20250120-233756,6,X,-5053349.6
20250120-233756,6,Y,-5539138.8
20250120-233756,6,Z,+000464.3
20250120-233756,7,X,+038251.3
20250120-233756,7,Y,-1257617.3
20250120-233756,7,Z,-7389926.8
20250120-233756,0,X,-8749387.7
20250120-233756,0,Y,-7417104.4
20250120-233756,0,Z,-6802120.7
20250120-233756,1,X,-7941143.8
20250120-233756,1,Y,-6561577.8
20250120-233756,1,Z,-2368230.9
20250120-233756,2,X,-7175665.7
20250120-233756,2,Y,+7902586.9
20250120-233756,2,Z,+2022917.7
20250120-233756,3,X,-4875019.5
20250120-233756,3,Y,-6915388.3
20250120-233756,3,Z,-6222634.4
20250120-233756,4,X,-3240495.6
20250120-233756,4,Y,+8742672.4
20250120-233756,4,Z,-3989314.5
20250120-233756,5,X,-14672232.4
20250120-233756,5,Y,-5818718.7
20250120-233756,5,Z,-4555023.5
20250120-233756,6,X,-5011914.3
20250120-233756,6,Y,-5484289.2
20250120-233756,6,Z,+000465.4
20250120-233756,7,X,+038251.3
20250120-233756,7,Y,-1181602.9
20250120-233756,7,Z,-7402446.9
20250120-233756,0,X,-8723155.3
20250120-233756,0,Y,-7457049.2
20250120-233756,0,Z,-6804505.4
20250120-233756,1,X,-7993310.5
20250120-233756,1,Y,-6592579.8
20250120-233756,1,Z,-2421888.1
20250120-233756,2,X,-7173579.1
20250120-233756,2,Y,+7932098.4
20250120-233756,2,Z,+2014869.2
20250120-233756,3,X,-4856239.4
20250120-233756,3,Y,-6893329.2
20250120-233756,3,Z,-6192526.8
20250120-233756,4,X,-3152557.3
20250120-233756,4,Y,+8765327.7
20250120-233756,4,Z,-4004517.4
20250120-233756,5,X,-14641826.7
20250120-233756,5,Y,-5785332.0
20250120-233756,5,Z,-4593477.9
20250120-233756,6,X,-4975248.5
20250120-233756,6,Y,-5510223.5
20250120-233756,6,Z,+000466.6
20250120-233756,7,X,+038251.3
20250120-233756,7,Y,-1248674.5
20250120-233756,7,Z,-7395888.7
20250120-233757,0,X,-8736569.6
20250120-233757,0,Y,-7396237.7
20250120-233757,0,Z,-6800928.3
20250120-233757,1,X,-8004936.2
20250120-233757,1,Y,-6586021.7
20250120-233757,1,Z,-2446928.2
20250120-233757,2,X,-7168809.5
20250120-233757,2,Y,+7926136.5
20250120-233757,2,Z,+2067035.9
20250120-233757,3,X,-4854749.0
20250120-233757,3,Y,-6897800.6
20250120-233757,3,Z,-6212499.2
20250120-233757,4,X,-3244967.0
20250120-233757,4,Y,+8861314.5
20250120-233757,4,Z,-3995276.4
20250120-233757,5,X,-14671636.3
20250120-233757,5,Y,-5828257.8
20250120-233757,5,Z,-4609873.1
20250120-233757,6,X,-4975844.7
20250120-233757,6,Y,-5537052.1
20250120-233757,6,Z,+000467.8
20250120-233757,7,X,+038251.3
20250120-233757,7,Y,-1304716.5
20250120-233757,7,Z,-7386051.6
20250120-233757,0,X,-8722559.1
20250120-233757,0,Y,-7439163.5
20250120-233757,0,Z,-6760983.5
20250120-233757,1,X,-7990925.7
20250120-233757,1,Y,-6530575.9
20250120-233757,1,Z,-2386116.6
20250120-233757,2,X,-7129162.8
20250120-233757,2,Y,+7891259.3
20250120-233757,2,Z,+2075978.8
20250120-233757,3,X,-4810332.7
20250120-233757,3,Y,-6942813.1
20250120-233757,3,Z,-6212499.2
20250120-233757,4,X,-3151364.9
20250120-233757,4,Y,+8810042.0
20250120-233757,4,Z,-4014056.5
20250120-233757,5,X,-14620065.7
20250120-233757,5,Y,-5800833.0
20250120-233757,5,Z,-4574995.9
20250120-233757,6,X,-5015193.3
20250120-233757,6,Y,-5543908.3
20250120-233757,6,Z,+000468.9
20250120-233757,7,X,+038251.3
20250120-233757,7,Y,-1258213.5
20250120-233757,7,Z,-7379195.4
20250120-233757,0,X,-8764888.7
20250120-233757,0,Y,-7444529.2
20250120-233757,0,Z,-6787514.0
20250120-233757,1,X,-7925046.6
20250120-233757,1,Y,-6571415.0
20250120-233757,1,Z,-2448418.6
20250120-233757,2,X,-7133038.1
20250120-233757,2,Y,+7876652.6
20250120-233757,2,Z,+1957336.7
20250120-233757,3,X,-4838055.6
20250120-233757,3,Y,-6884684.4
20250120-233757,3,Z,-6226509.7
20250120-233757,4,X,-3241091.7
20250120-233757,4,Y,+8794243.0
20250120-233757,4,Z,-3982160.2
20250120-233757,5,X,-14642124.8
20250120-233757,5,Y,-5772215.8
20250120-233757,5,Z,-4534454.9
20250120-233757,6,X,-5009529.5
20250120-233757,6,Y,-5553745.5
20250120-233757,6,Z,+000470.1
20250120-233757,7,X,+038251.3
20250120-233757,7,Y,-1257915.4
20250120-233757,7,Z,-7403937.3
20250120-233758,0,X,-8759821.1
20250120-233758,0,Y,-7420681.5
20250120-233758,0,Z,-6798245.4
20250120-233758,1,X,-7945913.3
20250120-233758,1,Y,-6590791.2
20250120-233758,1,Z,-2422484.3
20250120-233758,2,X,-7156885.7
20250120-233758,2,Y,+7912424.1
20250120-233758,2,Z,+2033351.1
20250120-233758,3,X,-4844017.5
20250120-233758,3,Y,-6919859.7
20250120-233758,3,Z,-6249164.9
20250120-233758,4,X,-3165971.6
20250120-233758,4,Y,+8716738.1
20250120-233758,4,Z,-4000940.2
20250120-233758,5,X,-14684156.3
20250120-233758,5,Y,-5819016.8
20250120-233758,5,Z,-4540714.9
20250120-233758,6,X,-4987768.5
20250120-233758,6,Y,-5577891.2
20250120-233758,6,Z,+000471.3
20250120-233758,7,X,+038251.3
20250120-233758,7,Y,-1201575.4
20250120-233758,7,Z,-7401850.7
20250120-233758,0,X,-8706163.9
20250120-233758,0,Y,-7423066.3
20250120-233758,0,Z,-6812255.9
20250120-233758,1,X,-7995695.3
20250120-233758,1,Y,-6578867.4
20250120-233758,1,Z,-2401617.6
20250120-233758,2,X,-7156885.7
20250120-233758,2,Y,+7908847.0
20250120-233758,2,Z,+2037226.3
20250120-233758,3,X,-4836267.0
20250120-233758,3,Y,-6915090.2
20250120-233758,3,Z,-6227702.0
20250120-233758,4,X,-3267622.3
20250120-233758,4,Y,+8795733.4
20250120-233758,4,Z,-4037307.9
20250120-233758,5,X,-14661799.1
20250120-233758,5,Y,-5768936.7
20250120-233758,5,Z,-4616133.2
20250120-233758,6,X,-5011020.0
20250120-233758,6,Y,-5507540.6
20250120-233758,6,Z,+000472.4
20250120-233758,7,X,+038251.3
20250120-233758,7,Y,-1341382.2
20250120-233758,7,Z,-7392013.5
20250120-233758,0,X,-8766379.2
20250120-233758,0,Y,-7386400.5
20250120-233758,0,Z,-6797947.3
20250120-233758,1,X,-7947701.9
20250120-233758,1,Y,-6544884.5
20250120-233758,1,Z,-2446033.9
20250120-233758,2,X,-7162549.5
20250120-233758,2,Y,+7933290.8
20250120-233758,2,Z,+1981184.3
20250120-233758,3,X,-4869653.8
20250120-233758,3,Y,-6941024.5
20250120-233758,3,Z,-6198190.6
20250120-233758,4,X,-3168654.5
20250120-233758,4,Y,+8798714.4
20250120-233758,4,Z,-3910319.2
20250120-233758,5,X,-14643913.4
20250120-233758,5,Y,-5781158.7
20250120-233758,5,Z,-4529685.4
20250120-233758,6,X,-4980316.1
20250120-233758,6,Y,-5548081.6
20250120-233758,6,Z,+000473.6
20250120-233758,7,X,+038251.3
20250120-233758,7,Y,-1307101.2
20250120-233758,7,Z,-7411389.7
20250120-233758,0,X,-8719876.3
20250120-233758,0,Y,-7396535.8
20250120-233758,0,Z,-6807784.5
20250120-233758,1,X,-7986454.3
20250120-233758,1,Y,-6572011.2
20250120-233758,1,Z,-2352133.7
20250120-233758,2,X,-7133336.2
20250120-233758,2,Y,+7857276.4
20250120-233758,2,Z,+2066439.7
20250120-233758,3,X,-4875913.8
20250120-233758,3,Y,-6932975.9
20250120-233758,3,Z,-6233365.9
20250120-233758,4,X,-3243774.6
20250120-233758,4,Y,+8812724.9
20250120-233758,4,Z,-3958908.8
20250120-233758,5,X,-14652558.1
20250120-233758,5,Y,-5835412.1
20250120-233758,5,Z,-4562475.9
20250120-233758,6,X,-5017876.2
20250120-233758,6,Y,-5529897.8
20250120-233758,6,Z,+000474.8
20250120-233758,7,X,+038251.3
20250120-233758,7,Y,-1261194.5
20250120-233758,7,Z,-7383368.7
20250120-233759,0,X,-8734184.9
20250120-233759,0,Y,-7387294.8
20250120-233759,0,Z,-6800928.3
20250120-233759,1,X,-7978405.7
20250120-233759,1,Y,-6591983.6
20250120-233759,1,Z,-2422484.3
20250120-233759,2,X,-7170896.2
20250120-233759,2,Y,+7913318.4
20250120-233759,2,Z,+2033053.0
20250120-233759,3,X,-4873827.1
20250120-233759,3,Y,-6977392.2
20250120-233759,3,Z,-6212499.2
20250120-233759,4,X,-3163586.9
20250120-233759,4,Y,+8750124.8
20250120-233759,4,Z,-4010479.3
20250120-233759,5,X,-14665972.4
20250120-233759,5,Y,-5819016.8
20250120-233759,5,Z,-4603315.0
20250120-233759,6,X,-5012808.6
20250120-233759,6,Y,-5500982.5
20250120-233759,6,Z,+000475.9
20250120-233759,7,X,+038251.3
20250120-233759,7,Y,-1218566.8
20250120-233759,7,Z,-7378897.3
20250120-233759,0,X,-8705269.6
20250120-233759,0,Y,-7443634.9
20250120-233759,0,Z,-6800034.0
20250120-233759,1,X,-7938759.0
20250120-233759,1,Y,-6616725.5
20250120-233759,1,Z,-2364951.8
20250120-233759,2,X,-7125585.7
20250120-233759,2,Y,+7927328.9
20250120-233759,2,Z,+1989829.1
20250120-233759,3,X,-4872932.8
20250120-233759,3,Y,-6938043.5
20250120-233759,3,Z,-6197892.5
20250120-233759,4,X,-3235427.9
20250120-233759,4,Y,+8755490.5
20250120-233759,4,Z,-3970534.5
20250120-233759,5,X,-14674617.2
20250120-233759,5,Y,-5758503.4
20250120-233759,5,Z,-4592881.7
20250120-233759,6,X,-5025924.8
20250120-233759,6,Y,-5524234.0
20250120-233759,6,Z,+000477.1
20250120-233759,7,X,+038251.3
20250120-233759,7,Y,-1125859.0
20250120-233759,7,Z,-7382474.4
20250120-233759,0,X,-8743723.9
20250120-233759,0,Y,-7422172.0
20250120-233759,0,Z,-6815236.9
20250120-233759,1,X,-8009109.6
20250120-233759,1,Y,-6593474.1
20250120-233759,1,Z,-2412647.2
20250120-233759,2,X,-7144663.8
20250120-233759,2,Y,+7873969.8
20250120-233759,2,Z,+2009503.4
20250120-233759,3,X,-4817785.1
20250120-233759,3,Y,-6944303.5
20250120-233759,3,Z,-6208325.8
20250120-233759,4,X,-3208897.4
20250120-233759,4,Y,+8773972.4
20250120-233759,4,Z,-4005709.8
20250120-233759,5,X,-14662395.3
20250120-233759,5,Y,-5785033.9
20250120-233759,5,Z,-4583342.6
20250120-233759,6,X,-4999096.2
20250120-233759,6,Y,-5542715.9
20250120-233759,6,Z,+000478.3
20250120-233759,7,X,+038251.3
20250120-233759,7,Y,-1262983.1
20250120-233759,7,Z,-7406322.1
20250120-233800,0,X,-8755349.7
20250120-233800,0,Y,-7429326.3
20250120-233800,0,Z,-6790494.9
20250120-233800,1,X,-7987646.7
20250120-233800,1,Y,-6596156.9
20250120-233800,1,Z,-2414435.7
20250120-233800,2,X,-7218591.5
20250120-233800,2,Y,+7897817.4
20250120-233800,2,Z,+2043188.3
20250120-233800,3,X,-4855643.3
20250120-233800,3,Y,-6939832.1
20250120-233800,3,Z,-6238433.5
20250120-233800,4,X,-3220821.2
20250120-233800,4,Y,+8774568.6
20250120-233800,4,Z,-3980967.8
20250120-233800,5,X,-14640932.4
20250120-233800,5,Y,-5779668.2
20250120-233800,5,Z,-4590496.9
20250120-233800,6,X,-5023838.1
20250120-233800,6,Y,-5534369.2
20250120-233800,6,Z,+000479.4
20250120-233800,7,X,+038251.3
20250120-233800,7,Y,-1265964.0
20250120-233800,7,Z,-7372339.2
20250120-233800,0,X,-8741041.1
20250120-233800,0,Y,-7403988.2
20250120-233800,0,Z,-6761877.8
20250120-233800,1,X,-7957837.1
20250120-233800,1,Y,-6596753.1
20250120-233800,1,Z,-2367038.5
20250120-233800,2,X,-7198022.9
20250120-233800,2,Y,+7881124.1
20250120-233800,2,Z,+2016061.5
20250120-233800,3,X,-4854450.9
20250120-233800,3,Y,-6887665.4
20250120-233800,3,Z,-6255723.0
20250120-233800,4,X,-3230062.2
20250120-233800,4,Y,+8827033.5
20250120-233800,4,Z,-3980967.8
20250120-233800,5,X,-14646298.1
20250120-233800,5,Y,-5776687.2
20250120-233800,5,Z,-4596458.8
20250120-233800,6,X,-5001182.8
20250120-233800,6,Y,-5540629.3
20250120-233800,6,Z,+000480.6
20250120-233800,7,X,+038251.3
20250120-233800,7,Y,-1234962.1
20250120-233800,7,Z,-7409899.2
20250120-233800,0,X,-8770552.5
20250120-233800,0,Y,-7423662.5
20250120-233800,0,Z,-6786619.7
20250120-233800,1,X,-7990627.7
20250120-233800,1,Y,-6591983.6
20250120-233800,1,Z,-2391780.5
20250120-233800,2,X,-7147346.7
20250120-233800,2,Y,+7894836.5
20250120-233800,2,Z,+2053919.7
20250120-233800,3,X,-4870249.9
20250120-233800,3,Y,-6991998.9
20250120-233800,3,Z,-6237241.1
20250120-233800,4,X,-3237514.6
20250120-233800,4,Y,+8809147.7
20250120-233800,4,Z,-4037307.9
20250120-233800,5,X,-14646596.2
20250120-233800,5,Y,-5777581.5
20250120-233800,5,Z,-4608978.9
20250120-233800,6,X,-4986576.2
20250120-233800,6,Y,-5524532.1
20250120-233800,6,Z,+000481.7
20250120-233800,7,X,+038251.3
20250120-233800,7,Y,-1248972.6
20250120-233800,7,Z,-7375022.1
20250120-233800,0,X,-8767273.5
20250120-233800,0,Y,-7407565.3
20250120-233800,0,Z,-6792879.7
20250120-233800,1,X,-7942634.2
20250120-233800,1,Y,-6639082.7
20250120-233800,1,Z,-2414435.7
20250120-233800,2,X,-7184012.4
20250120-233800,2,Y,+7892451.7
20250120-233800,2,Z,+2001156.8
20250120-233800,3,X,-4868759.5
20250120-233800,3,Y,-6929398.8
20250120-233800,3,Z,-6263771.6
20250120-233800,4,X,-3222013.6
20250120-233800,4,Y,+8806763.0
20250120-233800,4,Z,-4001536.4
20250120-233800,5,X,-14671338.2
20250120-233800,5,Y,-5787120.6
20250120-233800,5,Z,-4570822.6
20250120-233800,6,X,-4992836.2
20250120-233800,6,Y,-5537946.4
20250120-233800,6,Z,+000482.9
20250120-233800,7,X,+038251.3
20250120-233800,7,Y,-1172362.0
20250120-233800,7,Z,-7347299.2
20250120-233801,0,X,-8742829.6
20250120-233801,0,Y,-7419489.1
20250120-233801,0,Z,-6809573.1
20250120-233801,1,X,-7997483.9
20250120-233801,1,Y,-6558298.8
20250120-233801,1,Z,-2382539.5
20250120-233801,2,X,-7146154.3
20250120-233801,2,Y,+7929117.5
20250120-233801,2,Z,+2007118.7
20250120-233801,3,X,-4831497.5
20250120-233801,3,Y,-6955631.2
20250120-233801,3,Z,-6219355.4
20250120-233801,4,X,-3215753.6
20250120-233801,4,Y,+8787088.7
20250120-233801,4,Z,-3998257.4
20250120-233801,5,X,-14639441.9
20250120-233801,5,Y,-5758503.4
20250120-233801,5,Z,-4573505.5
20250120-233801,6,X,-4987768.5
20250120-233801,6,Y,-5514993.0
20250120-233801,6,Z,+000484.1
20250120-233801,7,X,+038251.3
20250120-233801,7,Y,-1315447.9
20250120-233801,7,Z,-7424207.8
20250120-233801,0,X,-8741339.2
20250120-233801,0,Y,-7396535.8
20250120-233801,0,Z,-6803909.3
20250120-233801,1,X,-7965587.6
20250120-233801,1,Y,-6582444.5
20250120-233801,1,Z,-2439475.8
20250120-233801,2,X,-7163741.9
20250120-233801,2,Y,+7897221.2
20250120-233801,2,Z,+2041697.8
20250120-233801,3,X,-4852364.2
20250120-233801,3,Y,-6896012.0
20250120-233801,3,Z,-6246184.0
20250120-233801,4,X,-3222609.8
20250120-233801,4,Y,+8722401.9
20250120-233801,4,Z,-4003623.1
20250120-233801,5,X,-14615892.4
20250120-233801,5,Y,-5780860.6
20250120-233801,5,Z,-4580957.9
20250120-233801,6,X,-5021155.3
20250120-233801,6,Y,-5546889.3
20250120-233801,6,Z,+000485.2
20250120-233801,7,X,+038251.3
20250120-233801,7,Y,-1265367.8
20250120-233801,7,Z,-7381580.2
20250120-233801,0,X,-8677844.8
20250120-233801,0,Y,-7421277.7
20250120-233801,0,Z,-6805101.6
20250120-233801,1,X,-7962308.6
20250120-233801,1,Y,-6567539.8
20250120-233801,1,Z,-2393270.9
20250120-233801,2,X,-7125585.7
20250120-233801,2,Y,+7909443.1
20250120-233801,2,Z,+2077171.2
20250120-233801,3,X,-4871442.3
20250120-233801,3,Y,-6946688.3
20250120-233801,3,Z,-6214585.8
20250120-233801,4,X,-3187136.4
20250120-233801,4,Y,+8840745.9
20250120-233801,4,Z,-3975005.9
20250120-233801,5,X,-14645403.8
20250120-233801,5,Y,-5772215.8
20250120-233801,5,Z,-4588410.3
20250120-233801,6,X,-4974354.2
20250120-233801,6,Y,-5513502.5
20250120-233801,6,Z,+000486.4
20250120-233801,7,X,+038251.3
20250120-233801,7,Y,-1220057.3
20250120-233801,7,Z,-7389628.7
20250120-233801,0,X,-8741637.3
20250120-233801,0,Y,-7408161.5
20250120-233801,0,Z,-6804207.3
20250120-233801,1,X,-7977213.3
20250120-233801,1,Y,-6602417.0
20250120-233801,1,Z,-2420397.6
20250120-233801,2,X,-7143471.4
20250120-233801,2,Y,+7922857.5
20250120-233801,2,Z,+1976116.7
20250120-233801,3,X,-4871144.2
20250120-233801,3,Y,-6950861.7
20250120-233801,3,Z,-6224721.1
20250120-233801,4,X,-3229466.0
20250120-233801,4,Y,+8818984.9
20250120-233801,4,Z,-3979775.5
20250120-233801,5,X,-14626921.9
20250120-233801,5,Y,-5794274.9
20250120-233801,5,Z,-4548763.5
20250120-233801,6,X,-4990749.5
20250120-233801,6,Y,-5486375.8
20250120-233801,6,Z,+000487.6
20250120-233801,7,X,+038251.3
20250120-233801,7,Y,-1223932.5
20250120-233801,7,Z,-7406620.2
20250120-233801,0,X,-8728223.0
20250120-233801,0,Y,-7432903.4
20250120-233801,0,Z,-6803909.3
20250120-233801,1,X,-7937566.6
20250120-233801,1,Y,-6564856.9
20250120-233801,1,Z,-2386712.8
20250120-233801,2,X,-7123499.0
20250120-233801,2,Y,+7908250.8
20250120-233801,2,Z,+2047659.7
20250120-233801,3,X,-4849681.3
20250120-233801,3,Y,-6956823.6
20250120-233801,3,Z,-6248866.8
20250120-233801,4,X,-3229167.9
20250120-233801,4,Y,+8773376.3
20250120-233801,4,Z,-3970534.5
20250120-233801,5,X,-14664482.0
20250120-233801,5,Y,-5763272.9
20250120-233801,5,Z,-4538032.1
20250120-233801,6,X,-5023241.9
20250120-233801,6,Y,-5521551.1
20250120-233801,6,Z,+000488.7
20250120-233801,7,X,+038251.3
20250120-233801,7,Y,-1188161.0
20250120-233801,7,Z,-7341337.2
20250120-233802,0,X,-8798275.4
20250120-233802,0,Y,-7455558.7
20250120-233802,0,Z,-6793774.0
20250120-233802,1,X,-7989733.4
20250120-233802,1,Y,-6572607.4
20250120-233802,1,Z,-2380750.9
20250120-233802,2,X,-7181627.7
20250120-233802,2,Y,+7907058.4
20250120-233802,2,Z,+1994896.8
20250120-233802,3,X,-4859220.4
20250120-233802,3,Y,-6925821.6
20250120-233802,3,Z,-6244395.4
20250120-233802,4,X,-3269410.8
20250120-233802,4,Y,+8813321.1
20250120-233802,4,Z,-3991699.3
20250120-233802,5,X,-14650173.4
20250120-233802,5,Y,-5822295.9
20250120-233802,5,Z,-4577380.7
20250120-233802,6,X,-5039935.3
20250120-233802,6,Y,-5492039.7
20250120-233802,6,Z,+000489.9
20250120-233802,7,X,+038251.3
20250120-233802,7,Y,-1300841.2
20250120-233802,7,Z,-7380984.0
20250120-233802,0,X,-8779197.3
20250120-233802,0,Y,-7390573.9
20250120-233802,0,Z,-6762772.0
20250120-233802,1,X,-7933989.5
20250120-233802,1,Y,-6626860.8
20250120-233802,1,Z,-2467794.9
20250120-233802,2,X,-7150029.5
20250120-233802,2,Y,+7873671.7
20250120-233802,2,Z,+1999964.4
20250120-233802,3,X,-4841632.8
20250120-233802,3,Y,-6939235.9
20250120-233802,3,Z,-6217864.9
20250120-233802,4,X,-3142422.1
20250120-233802,4,Y,+8799608.7
20250120-233802,4,Z,-3949667.8
20250120-233802,5,X,-14656135.3
20250120-233802,5,Y,-5776687.2
20250120-233802,5,Z,-4575890.2
20250120-233802,6,X,-5003865.7
20250120-233802,6,Y,-5534369.2
20250120-233802,6,Z,+000491.1
20250120-233802,7,X,+038251.3
20250120-233802,7,Y,-1285936.4
20250120-233802,7,Z,-7372935.4
20250120-233802,0,X,-8768167.8
20250120-233802,0,Y,-7407267.2
20250120-233802,0,Z,-6719548.2
20250120-233802,1,X,-7931604.7
