时间（年月日时分秒）,传感器,通道,磁场值(nT)
20250120-225229,3,Y,+2976187.4
20250120-225229,3,Z,+000426.2
20250120-225229,4,X,+000177.0
20250120-225229,4,Y,+000213.1
20250120-225229,4,Z,-000018.6
20250120-225229,5,X,+000117.6
20250120-225229,5,Y,+000166.5
20250120-225229,5,Z,-000119.9
20250120-225229,6,X,+000182.8
20250120-225229,6,Y,+000277.1
20250120-225229,6,Z,-000026.8
20250120-225229,7,X,+000075.7
20250120-225229,7,Y,+000068.7
20250120-225229,7,Z,-000094.3
20250120-225229,8,X,+000017.5
20250120-225229,8,Y,-000096.6
20250120-225229,8,Z,+000167.7
20250120-225229,9,X,-000180.5
20250120-225229,9,Y,-000032.6
20250120-225229,9,Z,+000106.0
20250120-225229,10,X,+000166.5
20250120-225229,10,Y,+000349.3
20250120-225229,10,Z,+000083.8
20250120-225229,11,Y,+2976187.4
20250120-225229,11,Z,+000160.7
20250120-225229,12,X,+000007.0
20250120-225229,12,Y,+000222.4
20250120-225229,12,Z,-000017.5
20250120-225229,13,X,-000024.5
20250120-225229,13,Y,-000067.5
20250120-225229,13,Z,-000038.4
20250120-225229,14,Y,+000157.2
20250120-225229,14,Z,-000059.4
20250120-225229,15,X,+000071.0
20250120-225229,15,Y,+000025.6
20250120-225229,15,Z,-000138.6
